name,degree,strength,community,outdegree
Irwin B,0,0,2,46
Aguileravita S,0,0,2,10
Alfonso D,0,0,2,5
Foultier A,0,0,2,45
Grace V,0,0,2,22
Ibrahimhakhoglu F,0,0,2,9
Jaima A,0,0,2,27
Mckinnon R,0,0,2,19
Ngo H,0,0,2,15
Ruiz E,0,0,2,20
Lueck B,0,0,2,29
Chang T,0,0,2,13
Rohrbach A,0,0,2,13
Dunagan C,0,0,2,15
Romero P,0,0,2,19
Kebede M,0,0,2,13
Nethery H,0,0,2,7
Keck F,0,0,2,32
Fernandez H,0,0,2,19
Delatour S,0,0,2,12
Perius C,0,0,2,23
Shepherd A,0,0,2,16
Shilina,0,0,2,33
Kale G,0,0,2,4
Kenny Y,0,0,2,16
Somers,0,0,2,23
Van T,0,0,2,17
Moldenhauer B,0,0,2,20
Anden L,0,0,2,32
Dincovici A,0,0,2,14
Wrigh C,0,0,2,18
Mateus S,0,0,2,11
Bjork U,0,0,2,33
Fedorova M,0,0,2,12
Fisac J,0,0,2,2
Goicochea D,0,0,2,8
Lockenbauer J,0,0,2,5
Plot M,0,0,2,11
Russo M,0,0,2,31
Terron J,0,0,2,20
Degurbert G,0,0,2,16
Hlavinka P,0,0,2,14
Burke M,0,0,2,26
Klassen A,0,0,2,26
Sims C,0,0,2,23
Svec O,0,0,2,12
Lind R,0,0,2,15
Alonso R,0,0,2,12
Kimmich D,0,0,2,9
Meek E,0,0,2,8
Stanage S,0,0,2,5
Sager A,0,0,2,13
Dalmas F,0,0,2,4
Fuentealba F,0,0,2,12
Gonzalo J,0,0,2,17
Lebrun J,0,0,2,12
Perraudin J,0,0,2,5
Petermans A,0,0,2,23
Feyles M,0,0,2,25
Alberti G,0,0,2,6
Arozamena A,0,0,2,7
Camargo J,0,0,2,17
Caterina G,0,0,2,5
Dalton D,0,0,2,18
Ford R,0,0,2,30
Kaikini S,0,0,2,12
Kamecke G,0,0,2,8
Pessin S,0,0,2,20
Redfield J,0,0,2,45
Stemberger M,0,0,2,5
Viljoen M,0,0,2,20
Pollard C,0,0,2,14
Bojanic P,0,0,2,21
Cladakis M,0,0,2,13
Schreyach M,0,0,2,26
Brunfaut S,0,0,2,11
Bueno R,0,0,2,9
Desousa L,0,0,2,8
Difazio C,0,0,2,6
Falabretti E,0,0,2,11
Furlan R,0,0,2,8
Gomes R,0,0,2,14
Jaume P,0,0,2,9
Kuzin I,0,0,2,15
Lapierre C,0,0,2,11
Perri T,0,0,2,20
Puc J,0,0,2,19
Fameli P,0,0,2,17
Vassiliou K,0,0,2,17
Melaney W,0,0,2,14
Mitchell D,0,0,2,30
Bender F,0,0,2,9
Burchill L,0,0,2,10
Depp D,0,0,2,11
Grinter A,0,0,2,18
Gritten A,0,0,2,25
Novella E,0,0,2,29
Golman E,0,0,2,34
Blasi G,0,0,2,16
Poliakova O,0,0,2,3
Ferretti M,0,0,2,14
Pryhodko V,0,0,2,6
Jaros M,0,0,2,8
Boldt J,0,0,2,7
Smrekova D,0,0,2,7
Jardim A,0,0,2,6
Bergonzoni C,0,0,2,12
Arango A,0,0,2,18
Otalora,0,0,2,7
Ruonakoski E,0,0,2,7
Kleist E,0,0,2,19
Blanc S,0,0,2,10
Ince K,0,0,2,16
Adair S,0,0,2,13
Ellis M,0,0,2,13
Blum A,0,0,2,12
Pimentel D,0,0,2,4
Raviv O,0,0,2,13
Oancea R,0,0,2,10
Milne P,0,0,2,12
Bouyer G,0,0,2,28
Paley M,0,0,2,6
Parmentier M,0,0,2,15
Welchman A,0,0,2,11
Johannesdottir G,0,0,2,14
Dorfman E,0,0,2,6
Fujiwara G,0,0,2,18
Tome D,0,0,2,13
Holzer W,0,0,2,12
Joos E,0,0,2,10
Ifergan P,0,0,2,9
Matin S,0,0,2,5
Ryabushkina T,0,0,2,10
Angelino L,0,0,2,10
Dasilva C,0,0,2,19
Dassonneville G,0,0,2,11
Godrej F,0,0,2,24
Feron O,0,0,2,7
Nunez A,0,0,2,2
Petrovic E,0,0,2,21
Viveiros P,0,0,2,6
Fontenelle P,0,0,2,9
Demeneses K,0,0,2,13
Glasberg R,0,0,2,4
Haworth M,0,0,2,11
Froehlich J,0,0,2,6
Mildenberg A,0,0,2,28
Leiva R,0,0,2,9
Thys M,0,0,2,4
Catena M,0,0,2,9
Locke P,0,0,2,4
Gachkov S,0,0,2,12
Schevelier S,0,0,2,3
Duchene J,0,0,2,7
Conklin W,0,0,2,12
Dejnozka J,0,0,2,1
Vergalito E,0,0,2,6
Mroz P,0,0,2,4
Hengehold L,0,0,2,22
Fores,0,0,2,5
St P,0,0,2,16
Vedaparayana G,0,0,2,10
Renaultova A,0,0,2,9
Moise G,0,0,2,3
Svobodova H,0,0,2,2
Mascolo A,0,0,2,5
Haile J,0,0,2,4
Lin Y,0,0,2,4
Madsen T,0,0,2,14
Almog M,0,0,2,14
Bonifaz N,0,0,2,8
Bellerose C,0,0,2,7
Legrand S,0,0,2,10
Wilkerson W,0,0,2,8
Vecerskis D,0,0,2,6
Gans S,0,0,2,4
Kurilovich I,0,0,2,7
Leder A,0,0,2,16
Manca D,0,0,2,1
Maxcy D,0,0,2,11
Murdoch J,0,0,2,3
Schwab M,0,0,2,4
Blair R,0,0,2,4
Dossantos R,0,0,2,6
Petherbridge D,0,0,2,11
Flock P,0,0,2,7
Gay W,0,0,2,6
Headley C,0,0,2,4
Hebert G,0,0,2,4
Turner L,0,0,2,4
Aggleton S,0,0,2,11
Shiner L,0,0,2,3
Foster G,0,0,2,6
Eecke W,0,0,2,3
Mariscal C,0,0,2,2
Roth J,0,0,2,6
Ratcliff M,0,0,2,7
Moroncini B,0,0,2,8
Aronson R,0,0,2,4
Decalan R,0,0,2,3
Oinam B,0,0,2,14
Bryushinkin V,0,0,2,1
Ordonez A,0,0,2,5
Karelova L,0,0,2,3
Perrin C,0,0,2,3
Tomasovicova J,0,0,2,10
Casalis M,0,0,2,5
Hough S,0,0,2,2
Roberts C,0,0,2,3
Smillie D,0,0,2,5
Jacobs N,0,0,2,2
Lemermeyer G,0,0,2,2
Bahler B,0,0,2,2
Mantovani H,0,0,2,1
Peixoto A,0,0,2,2
Pozzi A,0,0,2,5
Gemelli A,2,2,3,0
Olgiati F,2,2,3,0
Zamboni G,2,2,3,0
Marcolungo F,0,0,3,3
Kant I,411,546,4,0
Hegel G,309,500,4,0
Habermas J,99,130,4,0
Taylor C,89,121,4,0
Marx K,79,102,4,0
Adorno T,82,101,4,0
Hyppolite J,72,82,4,0
Solomon R,64,75,4,0
Pippin R,51,66,4,15
Kojeve A,58,66,4,0
Fichte J,51,65,4,0
Brandom R,43,64,4,2
Williams B,49,55,4,0
Marcuse H,41,53,4,0
Pinkard T,42,52,4,0
Schelling F,41,51,4,0
Honneth A,38,49,4,0
Findlay J,41,46,4,0
Macintyre A,40,44,4,0
Harris H,33,42,4,0
Korsgaard C,28,39,4,0
Henrich D,32,38,4,0
Williams R,30,37,4,18
Theunissen M,35,37,4,0
Hegel,34,36,4,0
Lukacs G,30,34,4,0
Allison H,24,32,4,0
Houlgate S,24,31,4,5
Siep L,25,31,4,0
Horkheimer M,25,29,4,0
Rockmore T,24,27,4,12
Beiser F,19,27,4,0
Marx W,23,27,4,0
Stern R,21,25,4,20
Popper K,24,25,4,0
Rawls J,20,25,4,0
Stewart J,19,24,4,28
Guyer P,17,23,4,0
Kaufmann W,19,22,4,0
Spinoza B,19,22,4,0
Westphal K,16,21,4,71
Miller J,21,21,4,13
Ameriks K,20,21,4,0
Hobbes T,17,21,4,0
Malabou C,16,21,4,0
Tillich P,16,21,4,0
Dusing K,18,20,4,0
Schiller F,15,20,4,0
Russon J,14,19,4,59
Miller A,17,19,4,11
Lauer Q,18,19,4,0
Wood A,15,19,4,0
Benhabib S,17,18,4,0
Bernstein R,17,17,4,0
Rousseau J,16,17,4,0
Forster M,14,16,4,0
Jaeschke W,14,16,4,0
Labarriere P,12,16,4,0
Rosen S,13,16,4,0
Redding P,13,15,4,15
Bernstein J,12,15,4,0
Bubner R,14,15,4,0
Schmitt C,13,15,4,0
Flay J,11,14,4,11
Schmidt J,12,14,4,12
Burbidge J,11,14,4,4
Dove K,10,14,4,0
Rosenkranz K,14,14,4,0
Jamme C,11,13,4,25
Bonsiepen W,13,13,4,0
Oliver K,11,13,4,0
Verene D,12,12,4,13
Chiereghin F,12,12,4,36
Jarczyk G,10,12,4,8
Neuhouser F,12,12,4,6
Bourgeois B,10,12,4,0
Fulda H,11,12,4,0
Mauss M,12,12,4,0
Ritter J,12,12,4,0
Mccumber J,11,11,4,8
Devries W,10,11,4,0
Hoffmeister J,11,11,4,0
Holderlin F,11,11,4,0
Inwood M,10,11,4,0
Lauth R,10,11,4,0
Menke C,10,11,4,0
Schmidt D,9,10,4,11
Hart H,7,10,4,0
Jacobi F,10,10,4,0
Jameson F,10,10,4,0
Pinker S,10,10,4,0
Sophocles,10,10,4,0
Von S,9,10,4,0
Maker W,8,9,4,15
Baillie J,9,9,4,0
Barnes J,9,9,4,0
Esposito R,8,9,4,0
Fackenheim E,8,9,4,0
Feuerbach L,9,9,4,0
Franks P,7,9,4,0
Gabriel M,9,9,4,0
Hirsch E,9,9,4,0
Rescher N,9,9,4,0
Steiner G,9,9,4,0
Welsch W,8,9,4,0
Kainz H,7,8,4,3
Althusser L,8,8,4,0
Buckmorss S,7,8,4,0
Desmond W,8,8,4,0
Diderot D,7,8,4,0
Engels F,8,8,4,0
Lenin V,8,8,4,0
Longuenesse B,8,8,4,0
Miller D,8,8,4,0
Nuzzo A,8,8,4,0
Quante M,6,8,4,0
Shklar J,7,8,4,0
Verra V,7,8,4,0
Hoffmann T,6,7,4,18
Grenberg J,4,7,4,3
Horstmann R,7,7,4,1
Benjamin J,5,7,4,0
Bodei R,7,7,4,0
Brook A,7,7,4,0
Deman P,7,7,4,0
Duque F,7,7,4,0
Gethmannsiefert A,6,7,4,0
Haym R,7,7,4,0
Herder J,7,7,4,0
Joyce J,7,7,4,0
Kelly G,7,7,4,0
Kelsen H,7,7,4,0
Knox T,7,7,4,0
Kosik K,5,7,4,0
Lampert J,5,7,4,0
Nicolin F,7,7,4,0
Reinhold K,5,7,4,0
Royce J,5,7,4,0
Schlegel F,7,7,4,0
Speight A,7,7,4,0
Thomasfogiel I,7,7,4,0
Villa D,5,7,4,0
Zoller G,6,7,4,0
Dews P,6,6,4,16
Bowman B,5,6,4,36
Murray M,6,6,4,15
Ferrarin A,5,6,4,4
Beiner R,5,6,4,0
Breazeale D,6,6,4,0
Bristow W,6,6,4,0
Clark M,6,6,4,0
Cohen A,5,6,4,0
Cramer K,6,6,4,0
Frye N,5,6,4,0
Fuko M,6,6,4,0
Fukuyama F,6,6,4,0
Gillespie M,6,6,4,0
Hamann J,3,6,4,0
Homer,6,6,4,0
Jaeggi R,6,6,4,0
Loewenberg J,6,6,4,0
Moyar D,4,6,4,0
Oconnor B,5,6,4,0
Oneill O,4,6,4,0
Ottmann H,5,6,4,0
Philonenko A,6,6,4,0
Poltner G,6,6,4,0
Prauss G,6,6,4,0
Reiner H,5,6,4,0
Rose G,6,6,4,0
Schulze G,6,6,4,0
Simon J,6,6,4,0
Taylor D,6,6,4,0
Warminski A,6,6,4,0
Yovel Y,5,6,4,0
Sobotka M,5,5,4,68
Jackson J,5,5,4,9
Price D,4,5,4,11
Allais L,4,5,4,5
Denys M,5,5,4,21
Rotenstreich N,5,5,4,2
Cobben P,5,5,4,8
Schacht R,5,5,4,2
Vieweg K,5,5,4,1
Kervegan J,5,5,4,4
Alighieri D,5,5,4,0
Aschenberg R,5,5,4,0
Baum M,5,5,4,0
Bertholdbond D,4,5,4,0
Bloor D,4,5,4,0
Bradley A,4,5,4,0
Burkert W,4,5,4,0
Comay R,5,5,4,0
Croce B,5,5,4,0
Dickie G,5,5,4,0
Dudley W,5,5,4,0
Euripides,5,5,4,0
Graeser A,5,5,4,0
Grimm J,5,5,4,0
Haack S,4,5,4,0
Haering T,5,5,4,0
Hauser A,4,5,4,0
Heidemann D,5,5,4,0
Herman B,5,5,4,0
Ikaheimo H,3,5,4,0
Kroner R,5,5,4,0
Macdonald M,5,5,4,0
Mamardashvili M,5,5,4,0
Miller M,5,5,4,0
Needleman J,4,5,4,0
Norman R,5,5,4,0
Novalis F,5,5,4,0
Roberts J,5,5,4,0
Rorty A,5,5,4,0
Schmidt A,5,5,4,0
Smith R,5,5,4,0
Kristjansson K,4,4,4,25
Iber C,3,4,4,7
Vaysse J,4,4,4,3
Deboer K,4,4,4,21
Bykova M,3,4,4,14
Kain P,4,4,4,17
Arndt A,4,4,4,6
Asmuth C,4,4,4,12
Hamrick W,4,4,4,11
Howard D,4,4,4,2
Abbey R,3,4,4,0
Alexander M,4,4,4,0
Avineri S,4,4,4,0
Becker C,4,4,4,0
Bell C,4,4,4,0
Bloch M,4,4,4,0
Bosanquet B,4,4,4,0
Brinkmann K,4,4,4,0
Butcher S,3,4,4,0
Butler C,4,4,4,0
Cook D,4,4,4,0
Delaurentiis A,4,4,4,0
Emmet D,4,4,4,0
Fromm E,4,4,4,0
Gelfert A,4,4,4,0
Genette G,4,4,4,0
Gosettiferencei J,3,4,4,0
Halbig C,4,4,4,0
Hardimon M,4,4,4,0
Harris,4,4,4,0
Hinchman L,3,4,4,0
Hoffe O,4,4,4,0
Holmes J,4,4,4,0
Honneth,2,4,4,0
Hutchings K,4,4,4,0
Janke W,4,4,4,0
Jauss H,4,4,4,0
Kettner M,4,4,4,0
Keysers C,4,4,4,0
Kohlberg L,4,4,4,0
Kohler D,4,4,4,0
Kolb D,4,4,4,0
Laitinen A,3,4,4,0
Louden R,4,4,4,0
Mccarthy T,4,4,4,0
Mills J,4,4,4,0
Moeller H,3,4,4,0
Morgan D,4,4,4,0
Murphy M,4,4,4,0
Parekh B,3,4,4,0
Paton H,4,4,4,0
Petry M,3,4,4,0
Piccone P,4,4,4,0
Rauch L,4,4,4,0
Reath A,3,4,4,0
Roche M,4,4,4,0
Schaeffer J,4,4,4,0
Seneca Y,4,4,4,0
Smith H,4,4,4,0
Souchedagues D,4,4,4,0
Stekelerweithofer P,3,4,4,0
Stepelevich L,4,4,4,0
Strack F,3,4,4,0
Taylor,4,4,4,0
Tonelli G,4,4,4,0
Trehub S,3,4,4,0
Unger R,4,4,4,0
Vaihinger H,4,4,4,0
Vieillardbaron J,4,4,4,0
Walzer M,4,4,4,0
Wildt A,4,4,4,0
Wills G,2,4,4,0
Wuerth J,3,4,4,0
Lumsden S,3,3,4,13
Kline G,3,3,4,8
Gloy K,3,3,4,10
Menegoni F,3,3,4,28
Baptist G,3,3,4,12
Frierson P,3,3,4,9
Grosos P,1,3,4,8
Digiovanni G,3,3,4,10
Piche C,3,3,4,7
Anderson E,3,3,4,4
Abromeit J,2,3,4,8
Winfield R,3,3,4,2
Aeschylus,3,3,4,0
Almond P,3,3,4,0
Barrett J,3,3,4,0
Baur M,3,3,4,0
Becker W,3,3,4,0
Berto F,3,3,4,0
Beth E,3,3,4,0
Bologh R,1,3,4,0
Brecht B,3,3,4,0
Budick S,2,3,4,0
Busche H,3,3,4,0
Caplan B,3,3,4,0
Cohen T,3,3,4,0
Collins R,3,3,4,0
Constant B,3,3,4,0
Crusius C,2,3,4,0
Dalmasso G,3,3,4,0
Daniels N,3,3,4,0
Decervantes M,3,3,4,0
Derathe R,3,3,4,0
Desmet P,2,3,4,0
Disch L,2,3,4,0
Erdmann J,2,3,4,0
Euben J,2,3,4,0
Ewen S,2,3,4,0
Falke G,3,3,4,0
Ferrini C,1,3,4,0
Fischbach F,3,3,4,0
Fletcher G,2,3,4,0
Fuller L,2,3,4,0
Gabler G,3,3,4,0
Gass W,2,3,4,0
Gauthier Y,3,3,4,0
Gauvin J,3,3,4,0
Glockner H,3,3,4,0
Gouldner A,3,3,4,0
Gowans C,2,3,4,0
Gram M,3,3,4,0
Grier M,3,3,4,0
Guru G,3,3,4,0
Hamilton E,3,3,4,0
Hammacher K,3,3,4,0
Hammer E,3,3,4,0
Heller E,3,3,4,0
Hogemann F,3,3,4,0
Horn J,3,3,4,0
Hosle V,3,3,4,0
Illetterati L,3,3,4,0
Ivanov V,3,3,4,0
James C,3,3,4,0
Jarczyc G,3,3,4,0
Kimmerle G,3,3,4,0
Korsch K,2,3,4,0
Kullman M,3,3,4,0
Kymlicka W,3,3,4,0
Lamb D,3,3,4,0
Liebrucks B,3,3,4,0
Llewellyn K,2,3,4,0
Magee G,3,3,4,0
Marshall G,3,3,4,0
Mccarty R,2,3,4,0
Mithen S,3,3,4,0
Moldenhauer E,3,3,4,0
Mraz M,3,3,4,0
Muguerza J,3,3,4,0
Neurath O,2,3,4,0
Ollman B,3,3,4,0
Osborne H,3,3,4,0
Pagano M,3,3,4,0
Pazanin A,3,3,4,0
Pierce C,3,3,4,0
Posch T,3,3,4,0
Riepe D,3,3,4,0
Sandkuhler H,3,3,4,0
Schluchter W,3,3,4,0
Schnell M,3,3,4,0
Sedgwick S,3,3,4,0
Shabel L,2,3,4,0
Sheehan J,3,3,4,0
Sigwart C,3,3,4,0
Soll I,3,3,4,0
Speight C,2,3,4,0
Stekeler P,2,3,4,0
Strattonlake P,3,3,4,0
Surber J,3,3,4,0
Sussman D,3,3,4,0
Sutherland D,3,3,4,0
Testa I,3,3,4,0
Trilling L,3,3,4,0
Tully J,3,3,4,0
Velkley R,3,3,4,0
Von M,3,3,4,0
Vongoethe J,3,3,4,0
Warren D,3,3,4,0
Waxman W,3,3,4,0
Weitz M,3,3,4,0
Werle M,3,3,4,0
Wessels H,3,3,4,0
Wieland W,3,3,4,0
Willaschek M,3,3,4,0
Wolin S,1,3,4,0
Xu F,3,3,4,0
Ziporyn B,3,3,4,0
Zupancic A,3,3,4,0
Howie G,2,2,4,17
Kimmerle H,2,2,4,13
Klein R,2,2,4,19
Marsh J,1,2,4,49
Norris C,2,2,4,31
Sorensen A,2,2,4,27
Swindal J,2,2,4,17
Ware O,2,2,4,29
Zuh D,1,2,4,15
Reid H,1,2,4,62
Shannon D,2,2,4,18
Ciavatta D,2,2,4,15
Sandkaulen B,2,2,4,7
Donougho M,2,2,4,39
Ruhle V,2,2,4,4
Curzer H,1,2,4,25
James D,2,2,4,11
Birdpollan S,2,2,4,14
Koch A,2,2,4,4
Bevir M,2,2,4,6
Dhondt J,2,2,4,3
Will F,2,2,4,7
Adams H,2,2,4,0
Adickes E,2,2,4,0
Amengual G,2,2,4,0
Ames R,2,2,4,0
Amselek P,2,2,4,0
Anton C,2,2,4,0
Antoni C,2,2,4,0
Arato A,2,2,4,0
Armstrong A,2,2,4,0
Artola J,2,2,4,0
Auerbach E,2,2,4,0
Aveni A,1,2,4,0
Avila R,2,2,4,0
Baczko B,2,2,4,0
Bakan D,2,2,4,0
Barbosa A,2,2,4,0
Barry B,2,2,4,0
Barry K,1,2,4,0
Baynes K,2,2,4,0
Behler E,2,2,4,0
Benton T,2,2,4,0
Bhandar B,1,2,4,0
Bhatt R,2,2,4,0
Bhikhu P,2,2,4,0
Biasutti F,2,2,4,0
Bicchieri C,2,2,4,0
Bird G,2,2,4,0
Bohrer K,2,2,4,0
Bokhove N,2,2,4,0
Bourgeois D,2,2,4,0
Bouton C,2,2,4,0
Brauer O,2,2,4,0
Brender N,2,2,4,0
Brewer T,2,2,4,0
Callieri B,2,2,4,0
Callon M,2,2,4,0
Campbell T,2,2,4,0
Canovan M,2,2,4,0
Casanova J,2,2,4,0
Cefai D,2,2,4,0
Chang H,2,2,4,0
Cobb E,2,2,4,0
Coetzee J,2,2,4,0
Cohn D,2,2,4,0
Cole A,1,2,4,0
Colomer E,2,2,4,0
Coltman R,2,2,4,0
Conesa D,2,2,4,0
Covic A,2,2,4,0
Cranston M,2,2,4,0
Crites S,2,2,4,0
Dabrock P,1,2,4,0
Dahl N,2,2,4,0
Danneberg L,2,2,4,0
Daston L,2,2,4,0
Delamaza L,2,2,4,0
Delivoyatzis S,2,2,4,0
Deranty J,2,2,4,0
Deyanov D,2,2,4,0
Dickey L,2,2,4,0
Dillon R,2,2,4,0
Djaballah M,2,2,4,0
Dobrynin A,2,2,4,0
Domarchi J,2,2,4,0
Dorendahl R,1,2,4,0
Dray W,1,2,4,0
Drechsler J,2,2,4,0
Dri R,2,2,4,0
Duchamp M,2,2,4,0
Dulckeit K,2,2,4,0
Duringer H,2,2,4,0
Dyck C,2,2,4,0
Easton D,1,2,4,0
Eckermann J,2,2,4,0
Ehrhardt W,2,2,4,0
Elder C,2,2,4,0
Ernst M,2,2,4,0
Farr A,2,2,4,0
Featherstone M,2,2,4,0
Ferrara A,1,2,4,0
Ferrer D,1,2,4,0
Fetscher I,2,2,4,0
Fichte I,2,2,4,0
Field N,2,2,4,0
Finley M,2,2,4,0
Finnis J,2,2,4,0
Frankreich H,1,2,4,0
Friedman R,2,2,4,0
Gauthier D,2,2,4,0
Gawoll H,2,2,4,0
Gebser J,2,2,4,0
Gerhardt V,2,2,4,0
Gerson L,2,2,4,0
Gilman S,2,2,4,0
Glatzer N,2,2,4,0
Goethe,2,2,4,0
Goldmann L,2,2,4,0
Goodman P,2,2,4,0
Gould C,2,2,4,0
Grossmann A,2,2,4,0
Gulliford L,2,2,4,0
Gunnell J,1,2,4,0
Hamm B,1,2,4,0
Harvey D,2,2,4,0
Hattiangadi A,2,2,4,0
Heath J,2,2,4,0
Hedwig K,2,2,4,0
Heine H,2,2,4,0
Heinrichs J,2,2,4,0
Henry B,2,2,4,0
Heyde L,2,2,4,0
Hill T,2,2,4,0
Hinrichs H,1,2,4,0
Holz H,2,2,4,0
Horace,2,2,4,0
Howard J,2,2,4,0
Huggler J,2,2,4,0
Hughes G,2,2,4,0
Hunt L,2,2,4,0
Hunter J,2,2,4,0
Ingram D,2,2,4,0
Irish D,2,2,4,0
Isti,2,2,4,0
Jaeger H,2,2,4,0
Jarcyzk G,2,2,4,0
Jordan P,2,2,4,0
Jowett B,2,2,4,0
Jungel E,2,2,4,0
Jurist E,2,2,4,0
Kangrga M,2,2,4,0
Kaufmann Fr,2,2,4,0
Kekes J,2,2,4,0
Keller H,2,2,4,0
Kenneth G,1,2,4,0
Kerenyi K,2,2,4,0
Keynes G,2,2,4,0
Klein U,1,2,4,0
Knight K,1,2,4,0
Kopelman L,2,2,4,0
Kress P,1,2,4,0
Kurt R,2,2,4,0
La R,2,2,4,0
Lau C,2,2,4,0
Lauth V,2,2,4,0
Lefebvre J,2,2,4,0
Levin M,2,2,4,0
Lewis A,2,2,4,0
Lewis H,2,2,4,0
Lochhead J,2,2,4,0
Lowi T,1,2,4,0
Lugarini L,2,2,4,0
Lukes S,2,2,4,0
Mabille B,2,2,4,0
Macpherson C,2,2,4,0
Margalit A,2,2,4,0
Markell P,2,2,4,0
Markus G,1,2,4,0
Mason H,2,2,4,0
Mather R,2,2,4,0
Mathieu V,2,2,4,0
Maurin A,2,2,4,0
Mccarney J,1,2,4,0
Mcconnell T,1,2,4,0
Mccormick M,2,2,4,0
Mcfall L,2,2,4,0
Meiner F,2,2,4,0
Meneses P,2,2,4,0
Meszaros I,2,2,4,0
Meyerson E,2,2,4,0
Mills P,2,2,4,0
Mills W,2,2,4,0
Modell A,2,2,4,0
Moiso F,2,2,4,0
Mojsisch B,1,2,4,0
Moog W,2,2,4,0
Moore B,2,2,4,0
Moran K,2,2,4,0
Morgan A,2,2,4,0
Mothersill M,2,2,4,0
Mullerlauter W,2,2,4,0
Nauckhoff J,2,2,4,0
Negt O,2,2,4,0
Neilson K,2,2,4,0
Ngai S,2,2,4,0
Nicolas J,2,2,4,0
Nidarumelin J,2,2,4,0
Niel H,2,2,4,0
Nirenberg D,1,2,4,0
Noble D,1,2,4,0
Ohara F,2,2,4,0
Oregan C,2,2,4,0
Organ T,2,2,4,0
Oxtoby W,2,2,4,0
Pahl K,2,2,4,0
Palmer B,2,2,4,0
Palmquist S,2,2,4,0
Palomar T,1,2,4,0
Pasternack L,1,2,4,0
Patten A,2,2,4,0
Paulson S,2,2,4,0
Penaguzman D,2,2,4,0
Pinch T,2,2,4,0
Plana R,2,2,4,0
Plotinus,2,2,4,0
Puf,2,2,4,0
Puntel L,2,2,4,0
Rader M,1,2,4,0
Radford C,2,2,4,0
Radrizzani I,2,2,4,0
Rametta G,2,2,4,0
Redeker M,2,2,4,0
Reicke R,2,2,4,0
Reid D,2,2,4,0
Reidy D,1,2,4,0
Reimarus H,2,2,4,0
Rimbaud A,2,2,4,0
Ripalda J,2,2,4,0
Robert E,2,2,4,0
Rodriguez G,2,2,4,0
Rosen C,2,2,4,0
Rosenblatt P,2,2,4,0
Ross A,2,2,4,0
Roux A,1,2,4,0
Sandel M,2,2,4,0
Sandis C,2,2,4,0
Sanfey A,2,2,4,0
Schaar J,1,2,4,0
Schaber P,2,2,4,0
Scheffler S,2,2,4,0
Schmidt F,2,2,4,0
Schmitt G,2,2,4,0
Schnadelbach H,1,2,4,0
Schneider M,2,2,4,0
Scholtz G,2,2,4,0
Schondorf H,2,2,4,0
Schroyer T,2,2,4,0
Schummer J,1,2,4,0
Sextus Empiricus,2,2,4,0
Shapiro B,2,2,4,0
Sibree J,2,2,4,0
Simhon A,2,2,4,0
Simpson A,1,2,4,0
Simpson P,1,2,4,0
Slater P,2,2,4,0
Spalek V,1,2,4,0
Sparshott F,2,2,4,0
Staiger E,2,2,4,0
Stark C,2,2,4,0
Steinkamp N,2,2,4,0
Stephen J,2,2,4,0
Stolzenberg J,2,2,4,0
Sturma D,2,2,4,0
Szondi P,2,2,4,0
Tangney J,2,2,4,0
Tessman L,2,2,4,0
Thiel U,2,2,4,0
Thucydides,2,2,4,0
Tuschling B,1,2,4,0
Underhill E,2,2,4,0
Valcarcel A,2,2,4,0
Varden H,1,2,4,0
Vaz H,2,2,4,0
Velasco G,2,2,4,0
Vernon J,2,2,4,0
Vollrath E,1,2,4,0
Vonengelhardt D,2,2,4,0
Walton A,2,2,4,0
Wandschneider D,2,2,4,0
Weber,2,2,4,0
Werner L,2,2,4,0
Wettstein H,2,2,4,0
Whitebook J,2,2,4,0
Wiggershaus R,2,2,4,0
Wilber K,2,2,4,0
Wilde O,2,2,4,0
Wohlfart G,2,2,4,0
Wolfe,2,2,4,0
Wolff M,2,2,4,0
Wood S,2,2,4,0
Zerilli L,1,2,4,0
Ziche P,2,2,4,0
Zweig A,1,2,4,0
Becker M,1,1,4,39
Hahn S,1,1,4,22
Jenkins S,1,1,4,13
Svetlic R,1,1,4,12
Luft E,1,1,4,5
Hoffheimer M,1,1,4,27
Emundts D,1,1,4,16
Bertram G,1,1,4,23
Krijnen C,1,1,4,10
Sussman H,1,1,4,9
Mcbride W,1,1,4,3
Gunther H,1,1,4,1
Garcia S,0,0,4,16
Torralbo A,0,0,4,35
Newell W,0,0,4,22
Cuevas J,0,0,4,11
Foshay R,0,0,4,16
Allsobrook C,0,0,4,11
Angelova E,0,0,4,9
Arandatorres C,0,0,4,14
Bors V,0,0,4,18
Delic Z,0,0,4,20
Dunson J,0,0,4,27
Folkmann M,0,0,4,24
Gortzen R,0,0,4,12
Jeannot T,0,0,4,7
Laine M,0,0,4,20
Matejckova T,0,0,4,30
Ng K,0,0,4,13
Oubina O,0,0,4,15
Perez B,0,0,4,16
Raskin H,0,0,4,4
Sanchez A,0,0,4,5
Walker K,0,0,4,30
Wladika M,0,0,4,6
Mccown J,0,0,4,6
Murray S,0,0,4,18
Carastathis A,0,0,4,16
Magri E,0,0,4,45
Dobbins J,0,0,4,4
Page J,0,0,4,16
Salin A,0,0,4,21
Lemanski J,0,0,4,17
Serck,0,0,4,22
Vinogradovs V,0,0,4,17
Bachev M,0,0,4,6
Yong P,0,0,4,14
Conillsancho J,0,0,4,14
Dalmonte D,0,0,4,13
Dekock L,0,0,4,25
